1,2
neutral,"c/ 괜찮은 게 아니라 괜찮은 척하는 거야 막 이런 식으로 엄청 진짜 거의 2년 아니 두 달 동안 계속 그렇게 하더라고 엄청 힘들어하더라고 그래가지고 아 그분이 완전 쓰레기 같은 사람이었나?
"
surprise,"u/ 지금 만나고 있는데 그렇게 했던 거라고?
"
neutral,"아니 아니 헤어지고.
"
neutral,"아 헤어지고 나서.
"
neutral,"응 뭔 소리인지 모르겠지?
"
neutral,"그 무슨 말이야, 그게?
"
neutral,"c/ 그러니까 헤어지고 나서 그 프로필에 이렇게 올라왔다 이런 말이야?
"
neutral,"어 그냥 자기가 정말 힘들다는 거를 그분한테 티를 내고 싶었나 봐.
"
neutral,"n/ 그래가지고 상태메세지에다가 계속 그렇게 올려놓는데 음 아주 나쁜 사람을 만났었나봐. l/
"
neutral,"N/ 응 근데 없어. l/
"
neutral,"없어 나도 근데 나도 주위에 막 나도 막 응 막 SNS나 이런 거 안 하다 보니까 막 주위에 친구들은 다들 막 그런 건 없더라고.
"
neutral,"b/ 그래서 얘기를 해야될 게.
"
neutral,"뭐가 아 근데 누가 있지, 진짜 누가 떠오르는 사람이 없어. b/ 
"
neutral,"일단 빨리 얘기해야 되니깐 내 얘기부터 할게요.
"
neutral,"b/ 그 나는 일단은 뭐 물론 받은 기억도 많지만 진짜 u/ 부정적인 기억들은 b/ 이제 하필 이제 이별의 순간이 있잖아, 만나다 보면은 근데.
"
neutral,"c/ 어 이제 저번에 여자친구 같은 경우는 인제 그 내가 이제 재수, 반수, 반수같, 재수, 반수 같은 재수를 했잖아 그치 근데 인제 그거를 할 때 인제 공부를 하고 인제 그때 챙겨준 게 되게 많았는데 그 헤어지는 순간 자체가 내가 그땐 차였었거든.
"
neutral,"어 근데 차였었는데 그 헤어지는 순간 자체가 그 언제였나 수능 전전날이었어.
"
neutral,"그니까 통, 이별 통보를 받은 게.
"
neutral,"이별 통보를 받은 게 수능 전전날에 이별 통보를 받아가지고.
"
surprise,"아 왜 l/ 아니 그 그 후로 나를 해줘도 됐잖아. l/
"
neutral,"l/ 그치 그 u/ 해도 되는데 인제 내가 뭐 약간 잘 안 챙겨주고 막 이런 것들도 있긴 있었어 약간, 뭐 연락도 잘 안 받고 이런 것도 있긴 있었는데.
"
neutral,"c/ 그래서 뭐 뭔가 모르게 복수심이 생겼는지 뭔진 모르겠지만 이게 수능 전전날에 인제 이별 통보를 받으니까 나는 뭘 어떻게 해야 될지 모르겠는 거야 인제.
"
neutral,"응 b/ 인제 그래서 나는 아 그때만 생각하면 진짜 어 인생을 어떻게 뭐 어쨌든 뭐 이렇게 학교 잘 다니니까 좋긴 한데.
"
neutral,"나쁜 사람이네. l/
"
neutral,"어 인제 거기서부터 좀 b/ 그런 그런 것도 있었고.
"
neutral,"나는 음 난 저번에 오빠한테 말하지 않았었나?
"
neutral,"응 n/ 또 말을 해야겠지. l/ 
"
neutral,"어 내가 좋아하는 사람이 있어서 고백을 했는데 그 그분은 나의 친구를 좋아하고 있었던 거지. 
"
neutral,"c/ 그래서 나의 고백을 받아주고 그 친구분이랑 더 많이 노는 어.
"
neutral,"아아 그니까 친구분을 좋아하니까 인제 시현인, 어어 시현이랑 친해져서 그 친구가 친해지고 싶다. 
"
angry,"어 나랑 친해져서 그 친구랑 친해지려. n/ l/
"
neutral,"그거는 근데 나는 이해를 못 하겠는 게 그냥 그냥 걔한테 친구한테 직접적으로 들이대면 되는데 왜 굳이 시현이한테 먼저 가가 지고 거기서부터 징검다리 받으려고 한 거지?
"
neutral,"c/ 그 그게 이해가 안 간다니까, 그리고 시현이가 좋아하는 것도 알았다면서.
"
happy,"l/ 꼬꼬마잖아 초등학생 시절이었어요 네. l/ 
"
neutral,"아아 초등학교 아 그치 아 초등학교였구나.
"
neutral,"c/ 아아 어 그치 초등학교 때는 뭐 그럴 수 있어 b/ 응.
"
neutral,"난 없어요 l/ 어떻게 해. b/
"
neutral,"응 주변 친구들도 너무 다들 잘 사귀고 있어요.
"
neutral,"그치 잘 사귀고 있지.
"
neutral,"으음 바람피거나.
"
neutral,"b/ 근데 대게 이런 경우도 많았어 인제 친구들 보면은 주위에 인제 사귀다가 인제 헤어졌는데 거의 이제 대부분 여자친구가, 안 여자친구가 인제 며, 그 이틀 이틀 만에 또다시 남자친구를 사귄거야.
"
neutral,"어 b/ 그니깐 대학교, 대학교 친구였는데 이제 사귀다가 헤어지자마자 인제 이틀 만에 우리 디지털콘텐츠학과 알지?
"
surprise,"그게 이, 헤어진 지 이틀 만에 디지털콘텐츠학과를 사귄 거야. 
"
neutral,"l/ 그래가지고 와 그 남자애는 진짜 완전 너무 마음 아파가지고 그 자리에서 울, 어 울더라고.
"
neutral,"메, 메, 멘탈이 b/ 바삭바삭 해졌겠는데?
"
neutral,"c/ 어 멘탈이 그냥 그렇지 바삭바삭한 수준이 아니고 b/ 그니깐 그게 어.
"
neutral,"어어음 그런 사람들.
"
angry,"응 최소한은 헤어졌을 때 그 기간이 있어야 되는데 이제 그런 어 그 여자애만 생각하면은 b/ 친구 입장으로서도 화가 나지 응.
"
neutral,"예의가 없네. l/
"
happy,"어 나는 그때 안산에서 대학교 다닐 때 그때 친구들이랑 술을 먹는데 l/ 한참 그 아프리카TV? 뭐 그거 하는 사람이 안산에 있대.
"
neutral,"b/ 그래가지고 술 먹고 나왔는데 진짜 완전 그 도로 우리는 중앙동이라고 하거든? 안산 그 큰 대학로 같은 길을?
"
surprise,"b/ 근데 거기에서 돗자리랑 이불을 갖고서 밤에 열 두시에 밤 열 두시에 거기에 누워가지고 막걸리를 먹으면서 아프리카 TV를 찍고 있는 거야.
"
happy,"아 이 튜브가? 유튜버가? 
"
neutral,"아니 아프리카 TV.
"
happy,"아 아프리카티비? 어어 얘기해.
"
happy,"어, 찍고 있다고 l/ 신기했다고. 
"
happy,"l/ 그게 다야? 그게 다야? l/
"
neutral,"어, 그리고 b/ 송대익 만난 거.
"
neutral,"송대익이 누군데? 
"
neutral,"걔 있잖아, 그 페북 스타 그 유튜브 걔 있어, 그 피자 나라 치킨 그거 어 송대익이랑 걔 걔네가 안산에 살잖아. n/ 
"
happy,"아아 어 알아 알아 알아, 어어 알아 알아.
"
neutral,"그니까 중앙동에서 송대익이랑 애들이랑 다 같이 봤는데 걔네 영상을 찍는 게 다 주작이잖아 그런 거.
"
neutral,"그래가지고 그 주작 찍는 영상을 봤어, 실제로.
"
happy,"l/ 이거 재 재밌는 l/ 어 그런 어 나는.
"
happy,"나는 아 나 근데 얼마 전에 시험 끝나고 서울에서 뭐지? 길 가다가 고등학교 때 친구를 만난 거야, 신림 한복판에서. l/ 무서워. l/
"
happy,"아하하 하하 말해 빨리.
"
happy,"l/ 아니 그래서 그거 신기했다고 얘기하고 싶었어.
"
happy,"응 고등학교 거의 한 10 아니 한 10년 동안 진짜 연락이 안 되던 친군데 갑자기 신림 진짜 길 한복판에서 걔가 보이는 거야, 그래서 어 세인아 이래가지고 번호 그때 연락하고 시험 끝나고 만나자고 했는데 시험을 이렇게 봐가지고. l/
"
neutral,"만나서 뭔 얘기했는데?
"
neutral,"l/ b/ 또 나는 뭐가 있었냐면.
"
neutral,"근데 요즘 티비 재밌는 거 있나? 너 티비 봐? 요즘? 
"
neutral,"나 안보 안 봐, 우리 공부하느라 TV를 안 보잖아.
"
neutral,"유튜브 보는 거 아무거나 얘기해봐, 아 요즘 게임 l/ 게임 유튜브 어몽어스 그 유명한 거 있잖아.
"
neutral,"그건 모르겠 야 그거 너 그거 봐? 그 고은아 나오는 거? 
"
neutral,"고은아? 걔가 누구야.
"
happy,"방가네, 방가네 티비, l/ 방가네 티비 l/ 방가네 티비 아 그거 재밌는데.
"
neutral,"방학한다니 그게 뭐야.
"
neutral,"그럼 그거는? 거짓말엔 거짓 거짓말이 거짓말? 티브이 드라마 지금 하는 거 걔 있잖아 그 악녀로 잘 나오는 애 누구지 대상 탔던애 인 거 같은데.
"
happy,"너랑 나랑 이렇게 취향이 다르냐. l/
"
neutral,"하 오버워치 얘기할 아 게임이구나 이거는.
"
neutral,"b/ 길 가다 만난 것 나 길 가다가 차승원 만났는데 진짜 잘생겼어.
"
neutral,"나는 신용재 봤어 똑같애.
"
happy,"아니 신용재 노래 진짜 잘해, l/ 아니 그거 유튜브에 봤어? 그 유튜브에 신용재가 노래방 가가지고 그 뭐지? 가수가 되고 싶은 애들 옆에서 노래 부르는데 어 음원보다 음원보다 더 목소리가 진짜 더 좋더라.
"
neutral,"어어 누구 응.
"
surprise,"하아 그 그 애기들?
"
neutral,"그 애기들 나오는 거 아니야? 한 세명인가 다섯 명인가 나와가지고?
"
happy,"어어 그래가지고 나오고 첫 줄 부르는 거야 신용재가.
"
neutral,"근 어 근데 애들은 모르잖아 걔가 신용재인 거를.
"
happy,"어어어 아 근데 진짜 신용재는 음반 그런데를 나와야지 음반이 팔리는 거야.
"
neutral,"백지영도 나왔잖아 그거.
"
neutral,"어 백지영은 그냥 어 그냥 백지영이구나 이랬는데 신용재는 음원 틀었나? 진짜? 어어 그런 생각 했어.
"
neutral,"어 맞아 인정.
"
neutral,"길 가다가?
"
neutral,"나는 길 가다 근데 연예인은 좀 많이 본 것 같아 l/ 아 내가 아니 내가 말한 썰 얘기해 줄게, 다른 사람이 내가 내 학원 선생님인가가 겪은 거라고 했었거든?
"
neutral,"근데 어디서? 너 안.
"
neutral,"c/ n/ 근데 이제 서울에서 놀다가 나왔는데 저 멀리서 누가 깔깔대면서 막 뛰어오더래.
"
neutral,"c/ 근데 그게 맨 처음에는 좀 이상한 앤가 싶었대. 
"
neutral,"c/ b/ 그래서 보니까 저 멀리서 걔 누구지 언니? 머리 이렇게 길어가지고 개그맨 중에 삐쩍 말라 가지고 남자, 걔 있잖아 삐쩍 말라가지고 막.
"
neutral,"개그맨 중에서. 
"
happy,"l/ 너 너 표정 지금 약간 짜증 난 거 같애, 그거 아니야? l/ 어 뭐지?
"
neutral,"암튼 그랬다고 얘기 해주려고 했는데 걔 이름을 알아야지 웃긴데.
"
neutral,"이제 언니가 언니가 본 썰 얘기해봐. 
"
neutral,"난 연예인들 별로 많이 못 봐가지고 그 옛날에 알바할 때 알바할 때 그 이선균?
"
neutral,"봤는데 아니 그때 그거 있잖아 이선균이랑 류승룡이랑 아 임수정인가? 드라마 영화 찍은 거 있었거든? 뭐 여자 꼬셔달라고 그거 막 와이프 꼬셔달라고 하는 영화 있었는데 그거 찍으러 나 대학교 있는데 와가지고 그때 봤는데 이선균 키 나만 해, 키 안 커.
"
neutral,"c/ 그리고 이수 그 김수정 뭐지? 임수정? 걔는 진짜 어 진짜 이쁘게 생겼어 진짜 얼굴이 진짜 얼굴이 요만해, 어어.
"
neutral,"처음부터 말해줘. 
"
neutral,"응 그니까 남자친구가 시합이 있어서 일본을 갔어 근데 연락이 안 되는 거야 그래서 왜 안되지? 이러고 다음 날 나랑 이제 약속이 있었거든.
"
neutral,"근데 다음 날 내가 나랑 4시 약속이라서 나는 화장을 다 하고 집에서 기다리고 있는데 연락을 안 받아 그래서 계속 연락을 했어.
"
neutral,"이제 일어났더라고 한 4시 반인가? 5시 연락이 됐는데 자고 있더라고 근데 또 약간 강박증이 있었어 그래서 그니 그래서 30분 만에 못 튀어나오는 사람이야.
"
angry,"c/ 적어도 1시간 반은 걸려2시간은 걸리는 사람이야 나오는데 그래서 2시간을 또 기다렸어 한 세네 시간을 기다렸네? 난 화장 다하고 곱게 앉아서 어 앉아서 기다렸네?
"
angry,"그러고 나서 근데 피곤하다고 안 나온다고 약간 이런 식으로 얘기를 하는 거야 응 그래서 열이 받아서 앉아 있는데.
"
neutral,"이제 다른 오빠한테 연락이 왔어 어 그래서 어 왜요? 이랬더니 아 누구누구가 어제 술 먹느라 피곤했을 거라고 이 얘기 하는 거야 난 술을 먹은 줄도 몰랐는데.
"
neutral,"이거이거 l/ 어 난 몰랐지 그냥 피곤해서 거기가 일본이니까 그냥 씻다가 연락이 안 됐나 보다 이랬는데 밤에 술을 먹고 오늘 피곤해서 나랑 약속 시간까지 자고.
"
neutral,"그러고 연락 안 되다가 연락이 됐는데 피곤해서 못 약간 못 나갈 것처럼 밍기적 거리는 거 있지 난 화장 다했는데 약간 안 나오고 싶어 하는 그 느낌.
"
angry,"그날 헤어졌잖아 어허헣 그날 헤어져가지고 그러고 나서 또 한 3시간 뒤 인가? 그제서야 오더라 와가지고 미안하다고 하는데.
"
neutral,"l/ 헤어져야지.
"
neutral,"이상한 애네.
"
neutral,"그랬어 l/ 그런 사람 그런 일이 있었어 넌 뭐 아는 그런 거 있어? 응.
"
neutral,"나는 내가 제일 오래 사귄 애 있잖아.
"
neutral,"장거리 했던 애.
"
happy,"응 너의 연애가 두 번 밖에 l/ 어 l/ 어 어.
"
neutral,"l/ 장거리 연애했던 애 있잖아 근데 걔가 이제 고등학교 다니면서 인기가 좀 그런 여자한테 인기가 말고.
"
neutral,"그런 뭐 뭐라고 해야 할까 선배 같은 느낌으로서도 되게 애들이 많이 좋아하고 후배 애들도 성격이 워낙 좋으니까 얘가.
"
neutral,"그랬어 근데 쩝 근데 걔가 친구랑 여사친 이 없든 말든 있을 수 있지 당연히 나도 있었으니까 근데 후배 여자애한테 선물을 받는데.
"
neutral,"근데 걔가 생일이었어 근데 갑자기 어 은서야 나 후배 학교 후배 여자애가 선물 준다는데 우리 집 앞으로 온대 이러는 거야 그래서 아 그래? 잘 받아 그랬지 너 어디 사는데? 물어봤어 근데 멀리 사는 거야 걔네 집에서 그래서 음 일단 찝찝한데 알겠어 그랬지.
"
neutral,"근데 그러고서 내가 한참 동안 까먹고 있었어 그 이후로 그러다가 한참 지나서 아 맞다 너 그때 걔한테 뭐 받았어? 물어봤어 그랬더니 편지를 받았다는 거야.
"
surprise,"헤에? 미친 거 아니야? 
"
angry,"그 여자애가 그 여자애가 진짜 이상한 거 아니야? 편지를 선물했대.
"
angry,"미친 미친 거 아니야? 너 여자친구 있는 거 아는데? 
"
angry,"어 그래서 내가 너무 화가 나가지고 어 너무 화 너무 화가 나가지고 좀 시간이 지났긴 했는데 어쩌겠어 난 지금 알았는데 그래가지고 그 후배한테 연락을 했지.
"
surprise,"고등학생이? 하.
"
angry,"c/ 화는 안 냈어 그냥 일부러 어차피 시간도 지났고 이제 와서 얘기해서 뭐해 그래가지고 그냥 나 얘 여자 친군데 쓸 너네가 친한 건 알겠는데 선 좀 지켜가면서 친하라고 뭐 하는 거냐고 이게 그랬더니 알겠다고 죄송하다고 진짜로 하더라고.
"
neutral,"그런 일 있었어 아 나랑 약속 잡았는데? 
"
neutral,"근데 걔 그것도 있었잖아 친구.
"
neutral,"어 그 여자애.
"
neutral,"떡볶이인가? 어 그 여자애.
"
neutral,"아아 그거 뭐였지? 
"
neutral,"좀 좀 사건사고가 많은 애네 근데 좀 많았네 생각해보니까.
"
neutral,"어어 근데 마마 마 말하면 15분 더 걸릴걸?그거 다 얘기 하면?
"
neutral,"어 하여튼 다른 거 없어 응 응 아 그거 진짜 대박이었는데 어.
"
neutral,"그리고 그리고 또 두 번째로 사귄 애 있지 그 나쁜 나쁜 새끼 걔는 하나만 얘기를 해보면 아 이제 걔가 자고 있었는데 내가 핸드폰을 갑자기 여자는 촉이 있잖아.
"
neutral,"근데 원래 내가 휴대폰을 검사를 안 하는데 그날 따라 휴대폰이 빛나는 거야날 좀 봐달래 어 어 날 좀 봐 달래 그래가지고 봤어 근데 어떤 최은빈이라는 여자애가 있는 거야.
"
neutral,"어 근데 그런 그런 날이 있어 어.
"
neutral,"보니까 나랑 데이트하다가 걔가 일찍 집 간다고 하는 날이 많았었어.
"
neutral,"그래가지고 나는 아 피곤한가 보다 해서 들어가 그랬지.
"
angry,"왜냐하면 걔네 아빠가 나한테도 오빠랑이 일찍 들여보내달라 하도 사고 치고 다니니까 그래서 응 가라 했어 가서 연락해 그런날이 많았는데 그때마다 그 여자를 만난 거야.
"
neutral,"음 나는 내 친구가 나랑 같이 잘 때 있었던 일 겪은 건데 걔가 약간 좀 덩치가 커 나도 한창 살쪘을 때 코 골았잖아 걔는 덩치가 더 큰애니까 코를 엄청 심하게 고는 거야.
"
neutral,"c/ 애 자체가 진짜 사람이 잠을 못 자 여자앤데 큰일 났어 암튼 근데 이제 그 아까 얘기했던 그 바람피웠던 애 걔.
"
neutral,"c/ 걔랑 셋이 같이 자고 있었어 셋이 친하거든 어 같이 자고 있었어 사귈 때였어 자는데 이제 남자 친구 나 친구 이렇게 세 명이서 자고 있었어. 
"
neutral,"근데 자꾸 너무 시끄러워서 잠자는데 딱 눈을 떴다 근데 남자친구도 같이 눈을 뜬 거야 서로 마주 보고 있잖아.
"
neutral,"그래서 눈빛으로 이게 뭔 소리지? 아 진짜 이상한 소리가 나는 거야 이게 뭔 소리지 하고서 우리 둘이 동시에 뒤를 돌아봤어 이렇게.
"
neutral,"근데 친구가 몸은 일자로 있고 여기 머리를 90도로 꺾어가지고 벽에 코를 박고서 자고 있는 거야.
"
